outer_fold,segments,top_k,pr_auc,f1
13,15,3,0.9021432271432271,0.8233862433862433
14,1,1,0.6888230421132719,0.5363492063492064
14,1,2,0.6888230421132719,0.5363492063492064
14,1,3,0.6888230421132719,0.5363492063492064
14,2,1,0.7492705954738754,0.6465079365079365
14,2,2,0.6888230421132719,0.5363492063492064
14,2,3,0.6888230421132719,0.5363492063492064
14,3,1,0.860825751709898,0.6846031746031744
14,3,2,0.8260455382083172,0.6580952380952383
14,3,3,0.6888230421132719,0.5363492063492064
14,4,1,0.8823096581429913,0.7656806156806156
14,4,2,0.8186999153896686,0.7265079365079365
14,4,3,0.7162151011588398,0.6892063492063494
14,5,1,0.8908341583341581,0.7124338624338624
14,5,2,0.8367844130602752,0.7220634920634922
14,5,3,0.7446042499222104,0.6925396825396827
14,6,1,0.8517119515639006,0.7107936507936508
14,6,2,0.8235307668066287,0.6749206349206349
14,6,3,0.7789452793140608,0.7042857142857142
14,7,1,0.8676578976578975,0.7065079365079365
14,7,2,0.857714130096483,0.7084126984126985
14,7,3,0.781278621271375,0.6625396825396827
14,8,1,0.8159997467273008,0.6071428571428572
14,8,2,0.8545865141781658,0.6393121693121693
14,8,3,0.8294460321925323,0.5978835978835979
14,9,1,0.8597216331426857,0.7093650793650794
14,9,2,0.8401903022030062,0.6922222222222223
14,9,3,0.795917039750373,0.6866137566137567
14,10,1,0.8458231538992409,0.7731746031746031
14,10,2,0.8406173568749633,0.713968253968254
14,10,3,0.8028718298397931,0.686031746031746
14,11,1,0.7749623364020898,0.6338095238095238
14,11,2,0.8407598888095491,0.6126984126984127
14,11,3,0.8260866700583926,0.6238095238095238
14,12,1,0.8215138931702399,0.5933333333333334
14,12,2,0.8373533678796836,0.7041269841269844
14,12,3,0.8131885904868362,0.6547089947089948
14,13,1,0.7829994030313723,0.5625396825396826
14,13,2,0.8132716866927392,0.6344444444444445
14,13,3,0.7999795723170335,0.6288888888888889
14,14,1,0.7423363386545397,0.5961904761904762
14,14,2,0.8252107977765873,0.6617460317460317
14,14,3,0.7885554508271225,0.686031746031746
14,15,1,0.7351141090510019,0.60984126984127
14,15,2,0.8085502029947959,0.6114285714285715
14,15,3,0.8026698561623516,0.6749206349206349
15,1,1,0.6596144436179945,0.5847619047619047
15,1,2,0.6596144436179945,0.5847619047619047
15,1,3,0.6596144436179945,0.5847619047619047
15,2,1,0.7739332994591615,0.7085714285714284
15,2,2,0.6596144436179945,0.5847619047619047
15,2,3,0.6596144436179945,0.5847619047619047
15,3,1,0.8861835167307066,0.7022751322751322
15,3,2,0.8686642906901526,0.7839682539682541
15,3,3,0.6596144436179945,0.5847619047619047
15,4,1,0.9099567099567097,0.7603703703703705
15,4,2,0.8814657173651702,0.8085714285714285
15,4,3,0.7057767991013126,0.6380952380952379
15,5,1,0.9124999999999998,0.78994708994709
15,5,2,0.8868385610490873,0.8212698412698413
15,5,3,0.7365341205404066,0.7085714285714284
15,6,1,0.8932464170636212,0.7932275132275133
15,6,2,0.8671888714227424,0.8023809523809524
15,6,3,0.7979769346738493,0.7085714285714284
15,7,1,0.9061182151182149,0.7430158730158729
15,7,2,0.8991771543554226,0.7594179894179895
15,7,3,0.8291276109606863,0.8023809523809524
15,8,1,0.8727116402116402,0.7619047619047618
15,8,2,0.8936417126934367,0.7839682539682541
15,8,3,0.874500466853408,0.7916402116402117
15,9,1,0.8943807118807119,0.8041269841269842
15,9,2,0.8731001818599149,0.8023809523809524
15,9,3,0.8321500646500646,0.7357142857142857
15,10,1,0.88758479270276,0.7357142857142858
15,10,2,0.886855389545143,0.7800529100529101
15,10,3,0.8544214743056248,0.7839682539682541
15,11,1,0.8196656121656122,0.7723809523809524
15,11,2,0.8841186094320768,0.8023809523809524
15,11,3,0.8609289321789321,0.8023809523809524
15,12,1,0.8704639478168887,0.7060846560846561
15,12,2,0.8682072065050787,0.7485714285714287
15,12,3,0.8506548006548005,0.8023809523809524
15,13,1,0.8570188149508335,0.709047619047619
15,13,2,0.8733598808598807,0.768941798941799
15,13,3,0.8496796285960372,0.8023809523809524
15,14,1,0.7916737340460249,0.7723809523809524
15,14,2,0.8653522246922533,0.7485714285714287
15,14,3,0.830908665101635,0.8023809523809524
15,15,1,0.8294783148949817,0.7723809523809524
15,15,2,0.8487545923575335,0.7485714285714287
15,15,3,0.8405009805009805,0.8023809523809524
