outer_fold,segments,top_k,pr_auc,f1
9,3,3,0.7093766273585227,0.5824338624338625
9,4,1,0.9071296296296295,0.7293650793650793
9,4,2,0.8507278783308194,0.737936507936508
9,4,3,0.7295177462728614,0.7126984126984126
9,5,1,0.9457164404223228,0.7434391534391535
9,5,2,0.8626729289229289,0.7252380952380952
9,5,3,0.7681909645034801,0.7222222222222221
9,6,1,0.8993518518518517,0.7719047619047619
9,6,2,0.8691250688309512,0.7052380952380953
9,6,3,0.7963840448050974,0.7396825396825395
9,7,1,0.9538624338624337,0.7434391534391535
9,7,2,0.8943949850471589,0.756984126984127
9,7,3,0.8352823565323565,0.6996296296296297
9,8,1,0.8630872214205548,0.708941798941799
9,8,2,0.8807733221943747,0.7252380952380952
9,8,3,0.8457599190932523,0.7320634920634921
9,9,1,0.901910986616869,0.756984126984127
9,9,2,0.8842903977114501,0.7182539682539683
9,9,3,0.8138937206584266,0.7044444444444444
9,10,1,0.9077272727272727,0.8189947089947089
9,10,2,0.8986881568150916,0.7874603174603174
9,10,3,0.8619295519295519,0.7252380952380952
9,11,1,0.8070841302946566,0.748941798941799
9,11,2,0.8957763347763347,0.7052380952380953
9,11,3,0.8459774793108126,0.737936507936508
9,12,1,0.8588295641556509,0.7201250601250601
9,12,2,0.8831313549574418,0.707037037037037
9,12,3,0.8411165223665223,0.7093650793650794
9,13,1,0.8505382580382579,0.7164742664742665
9,13,2,0.8938756613756613,0.7485185185185185
9,13,3,0.8746156893215715,0.7344444444444443
9,14,1,0.8063147228238693,0.6845502645502646
9,14,2,0.9018874458874458,0.7566666666666666
9,14,3,0.841308392062778,0.737936507936508
9,15,1,0.8022827726408289,0.6930687830687832
9,15,2,0.8641061209322078,0.7200529100529101
9,15,3,0.8529031074289696,0.7166666666666667
10,1,1,0.7579941498006828,0.7139682539682539
10,1,2,0.7579941498006828,0.7139682539682539
10,1,3,0.7579941498006828,0.7139682539682539
10,2,1,0.8059553418336527,0.7662433862433863
10,2,2,0.7579941498006828,0.7139682539682539
