segments,top_k,threshold,pr_auc,f1,precision,recall
20,2,0.004701273515820503,0.8305405305224772,0.8,0.8181818181818182,0.782608695652174
20,3,0.0038471438456326723,0.828547071559974,0.8181818181818182,0.8571428571428571,0.782608695652174
20,4,0.0032029403373599052,0.8230212134171725,0.8181818181818182,0.8571428571428571,0.782608695652174
20,5,0.0027811401523649693,0.8101098890119545,0.8,0.8181818181818182,0.782608695652174
20,6,0.002837982028722763,0.8041661388042446,0.8,0.9411764705882353,0.6956521739130435
20,7,0.0025683739222586155,0.7924803171111446,0.8,0.9411764705882353,0.6956521739130435
20,8,0.0023622061125934124,0.7637098974404369,0.8,0.9411764705882353,0.6956521739130435
20,9,0.0021718451753258705,0.7478830749249978,0.8205128205128205,1.0,0.6956521739130435
20,10,0.002065271371975541,0.7323280244617305,0.7894736842105263,1.0,0.6521739130434783
21,1,0.0071211387403309345,0.7083025822891322,0.7567567567567568,1.0,0.6086956521739131
21,2,0.0049230074509978294,0.7995828123008879,0.8292682926829268,0.9444444444444444,0.7391304347826086
21,3,0.00469457870349288,0.8344670520717002,0.8205128205128205,1.0,0.6956521739130435
21,4,0.0032405643723905087,0.8138726972319668,0.8181818181818182,0.8571428571428571,0.782608695652174
21,5,0.002823831047862768,0.8085779073840427,0.8181818181818182,0.8571428571428571,0.782608695652174
21,6,0.0029580791015177965,0.8001479333048219,0.8,0.9411764705882353,0.6956521739130435
21,7,0.0026680082082748413,0.7888612437783058,0.8,0.9411764705882353,0.6956521739130435
21,8,0.0024287814740091562,0.7680053113292651,0.8,0.9411764705882353,0.6956521739130435
21,9,0.0021908762864768505,0.750014423342743,0.8,0.9411764705882353,0.6956521739130435
21,10,0.002116725081577897,0.7329232483584953,0.7894736842105263,1.0,0.6521739130434783
22,1,0.0075735305435955524,0.6982507791150404,0.75,0.8823529411764706,0.6521739130434783
22,2,0.004889737814664841,0.7940054425356763,0.8095238095238095,0.8947368421052632,0.7391304347826086
22,3,0.004208144266158342,0.801660590601852,0.8095238095238095,0.8947368421052632,0.7391304347826086
22,4,0.004023013170808554,0.8089887908213871,0.8205128205128205,1.0,0.6956521739130435
22,5,0.0035188838373869658,0.7997512758727474,0.8205128205128205,1.0,0.6956521739130435
22,6,0.003098360961303115,0.7838971592910726,0.8,0.9411764705882353,0.6956521739130435
22,7,0.0027830854523926973,0.7701870016926269,0.8,0.9411764705882353,0.6956521739130435
22,8,0.0025299435947090387,0.7544542066638857,0.8,0.9411764705882353,0.6956521739130435
22,9,0.00230514258146286,0.7468695159962934,0.8,0.9411764705882353,0.6956521739130435
22,10,0.002201626542955637,0.7359793431568795,0.7894736842105263,1.0,0.6521739130434783
23,1,0.00890895165503025,0.6627530768872101,0.6857142857142857,1.0,0.5217391304347826
23,2,0.0052034007385373116,0.8183045152846953,0.8,0.9411764705882353,0.6956521739130435
23,3,0.004615429323166609,0.8232764567584192,0.8095238095238095,0.8947368421052632,0.7391304347826086
23,4,0.003488097572699189,0.8228007787071722,0.8181818181818182,0.8571428571428571,0.782608695652174
23,5,0.0030232316348701715,0.8158178491171448,0.8181818181818182,0.8571428571428571,0.782608695652174
23,6,0.003228994784876704,0.8040012269702204,0.8,0.9411764705882353,0.6956521739130435
23,7,0.0028990001883357763,0.7971171147580204,0.8,0.9411764705882353,0.6956521739130435
23,8,0.002649642527103424,0.7850263057046153,0.8,0.9411764705882353,0.6956521739130435
23,9,0.0024498887360095978,0.7671842114343257,0.8205128205128205,1.0,0.6956521739130435
23,10,0.0022329899948090315,0.7507968903682891,0.8205128205128205,1.0,0.6956521739130435
24,1,0.00781837198883295,0.6492912545803466,0.7027027027027027,0.9285714285714286,0.5652173913043478
24,2,0.004982281476259232,0.7913634363109325,0.8095238095238095,0.8947368421052632,0.7391304347826086
24,3,0.004546227399259806,0.8310666589091091,0.8095238095238095,0.8947368421052632,0.7391304347826086
24,4,0.0035471036098897457,0.8194064461466404,0.8181818181818182,0.8571428571428571,0.782608695652174
24,5,0.0030981593299657106,0.8177010293446708,0.8181818181818182,0.8571428571428571,0.782608695652174
