score,cv_iteration,threshold,pr_auc,f1,precision,recall,tn,fp,fn,tp
global_mae,24,0.01386643573641777,0.7117107030900135,0.8,1.0,0.6666666666666666,991,0,3,6
global_mae,25,0.01386643573641777,0.6016610203112854,0.7142857142857143,1.0,0.5555555555555556,991,0,4,5
sve_5,1,0.0018713065655902028,0.7941433303221921,0.7368421052631579,0.7,0.7777777777777778,988,3,2,7
sve_5,2,0.0019336744444444776,1.0000000000000002,0.9411764705882353,1.0,0.8888888888888888,991,0,1,8
sve_5,3,0.0018713065655902028,0.9888888888888892,0.9473684210526315,0.9,1.0,990,1,0,9
sve_5,4,0.0018713065655902028,0.8261958629605688,0.8235294117647058,0.875,0.7777777777777778,990,1,2,7
sve_5,5,0.0018713065655902028,0.9301146384479717,0.8571428571428571,0.75,1.0,988,3,0,9
sve_5,6,0.0018713065655902028,0.7648707773707775,0.7368421052631579,0.7,0.7777777777777778,988,3,2,7
sve_5,7,0.0018713065655902028,0.9888888888888889,0.9473684210526315,0.9,1.0,990,1,0,9
sve_5,8,0.0019336744444444776,0.9436868686868687,0.8421052631578947,0.8,0.8888888888888888,989,2,1,8
sve_5,9,0.0018713065655902028,0.9626543209876544,0.9473684210526315,0.9,1.0,990,1,0,9
sve_5,10,0.0018713065655902028,0.8310948310948312,0.8235294117647058,0.875,0.7777777777777778,990,1,2,7
sve_5,11,0.0018713065655902028,0.9797979797979798,0.8571428571428571,0.75,1.0,988,3,0,9
sve_5,12,0.0018713065655902028,0.9598765432098768,0.8571428571428571,0.75,1.0,988,3,0,9
sve_5,13,0.0019336744444444776,0.8274074074074074,0.8,1.0,0.6666666666666666,991,0,3,6
sve_5,14,0.0018713065655902028,0.8534695615155385,0.8421052631578947,0.8,0.8888888888888888,989,2,1,8
sve_5,15,0.0018713065655902028,0.9888888888888889,0.9411764705882353,1.0,0.8888888888888888,991,0,1,8
sve_5,16,0.0019336744444444776,0.9355089355089357,0.7619047619047619,0.6666666666666666,0.8888888888888888,987,4,1,8
sve_5,17,0.0018713065655902028,0.9459876543209877,0.8888888888888888,0.8888888888888888,0.8888888888888888,990,1,1,8
sve_5,18,0.0018713065655902028,0.7740038262637132,0.7777777777777778,0.7777777777777778,0.7777777777777778,989,2,2,7
sve_5,19,0.0018713065655902028,0.9467813051146384,0.9473684210526315,0.9,1.0,990,1,0,9
sve_5,20,0.0018713065655902028,0.8998778998778998,0.9411764705882353,1.0,0.8888888888888888,991,0,1,8
sve_5,21,0.0019336744444444776,0.8885914026476277,0.8235294117647058,0.875,0.7777777777777778,990,1,2,7
sve_5,22,0.0018713065655902028,0.9797979797979798,0.8571428571428571,0.75,1.0,988,3,0,9
sve_5,23,0.0018713065655902028,0.9060405643738978,0.9473684210526315,0.9,1.0,990,1,0,9
sve_5,24,0.0018713065655902028,0.8587962962962962,0.7777777777777778,0.7777777777777778,0.7777777777777778,989,2,2,7
sve_5,25,0.0018713065655902028,0.9026543209876543,0.8888888888888888,0.8888888888888888,0.8888888888888888,990,1,1,8
sve_7,1,0.00286489468999207,0.9013548180214848,0.7368421052631579,0.7,0.7777777777777778,988,3,2,7
sve_7,2,0.002769892103970051,0.9658119658119659,0.9411764705882353,1.0,0.8888888888888888,991,0,1,8
sve_7,3,0.002769892103970051,0.9888888888888892,0.9473684210526315,0.9,1.0,990,1,0,9
sve_7,4,0.002769892103970051,0.8497252747252746,0.8235294117647058,0.875,0.7777777777777778,990,1,2,7
sve_7,5,0.002769892103970051,0.9301146384479717,0.8571428571428571,0.75,1.0,988,3,0,9
sve_7,6,0.00286489468999207,0.8278980278980279,0.7368421052631579,0.7,0.7777777777777778,988,3,2,7
sve_7,7,0.002769892103970051,0.9888888888888889,0.9473684210526315,0.9,1.0,990,1,0,9
sve_7,8,0.002769892103970051,0.9182098765432098,0.8421052631578947,0.8,0.8888888888888888,989,2,1,8
sve_7,9,0.002769892103970051,0.9467813051146384,0.9473684210526315,0.9,1.0,990,1,0,9
sve_7,10,0.002769892103970051,0.8813725490196078,0.8235294117647058,0.875,0.7777777777777778,990,1,2,7
sve_7,11,0.002769892103970051,0.967452300785634,0.8571428571428571,0.75,1.0,988,3,0,9
sve_7,12,0.002769892103970051,0.9598765432098768,0.8571428571428571,0.75,1.0,988,3,0,9
sve_7,13,0.0033703972585499287,0.9658119658119658,0.5,1.0,0.3333333333333333,991,0,6,3
sve_7,14,0.002769892103970051,0.8697269303201507,0.8421052631578947,0.8,0.8888888888888888,989,2,1,8
sve_7,15,0.002769892103970051,0.9797979797979798,0.9411764705882353,1.0,0.8888888888888888,991,0,1,8
sve_7,16,0.002769892103970051,0.8913239538239539,0.7619047619047619,0.6666666666666666,0.8888888888888888,987,4,1,8
sve_7,17,0.002769892103970051,0.9459876543209877,0.8888888888888888,0.8888888888888888,0.8888888888888888,990,1,1,8
sve_7,18,0.00286489468999207,0.9188983855650523,0.7777777777777778,0.7777777777777778,0.7777777777777778,989,2,2,7
sve_7,19,0.002769892103970051,0.9467813051146385,0.9473684210526315,0.9,1.0,990,1,0,9
sve_7,20,0.002769892103970051,0.90359477124183,0.9411764705882353,1.0,0.8888888888888888,991,0,1,8
sve_7,21,0.002769892103970051,0.8582189938122142,0.8235294117647058,0.875,0.7777777777777778,990,1,2,7
sve_7,22,0.002769892103970051,0.9797979797979798,0.8571428571428571,0.75,1.0,988,3,0,9
sve_7,23,0.002769892103970051,0.8782627865961199,0.9473684210526315,0.9,1.0,990,1,0,9
sve_7,24,0.00286489468999207,0.9242063492063491,0.7777777777777778,0.7777777777777778,0.7777777777777778,989,2,2,7
sve_7,25,0.002769892103970051,0.9535634118967451,0.8888888888888888,0.8888888888888888,0.8888888888888888,990,1,1,8
