dataset,method,score,threshold,pr_auc,f1,precision,recall,tn,fp,fn,tp
turning,cnn_ae,global_mse,0.0018643724033609033,0.9740975228451203,0.9152542372881356,0.84375,1.0,43,5,0,27
turning,cnn_ae,global_mae,0.027283979579806328,0.9884836269485879,0.9122807017543859,0.8666666666666667,0.9629629629629629,44,4,1,26
turning,cnn_ae,sve_max,0.0037520311307162046,0.9561331250084364,0.9310344827586207,0.8709677419354839,1.0,44,4,0,27
turning,cnn_ae,sve_topk,0.00250825472176075,0.9624571576287653,0.9310344827586207,0.8709677419354839,1.0,44,4,0,27
