dataset,method,score,threshold,pr_auc,f1,precision,recall,tn,fp,fn,tp
turning,one_class_svm_image_features,anomaly_score,0.2263308130978794,0.9973055065647658,0.9615384615384616,1.0,0.9259259259259259,48,0,2,25
turning,isolation_forest_image_features,anomaly_score,0.028303505091203163,0.9960739794711697,0.9454545454545454,0.9285714285714286,0.9629629629629629,46,2,1,26
turning,pca_image_reconstruction,reconstruction_mse,0.0013528841082006693,0.9653103033065837,0.9473684210526315,0.9,1.0,45,3,0,27
